text,sentiment
Hinna xoossaba. aqiichchidi yohoy kushe kushe geennaan shendderaattaan ho uwaara poliichchana bessees,-1
HINOO EKO MORKEE,-1
Hodde qaycaga ,-1
I hallayta nuna aggo ,-1
I ubbaappe bolla xooniyabi de enna,-1
INITENARA DIYAGE UBA XONIYAGA,-1
intte mala zibanne zirxxa yeleta awuppe demmanne aynnebaa wonikka wonttanaashin qammees.,-1
Ish wanane teme nu dussape hayqoy keha nu mixan alagay durananes haytwa imerketisha,-1
Ishshawu kehippe wolqqama osoo Wolayttatto  osoo a oottanaa koshshees ne baxiyaa ubbaykka minttana,-1
Isotaka dendida shempoy hayko guye simoy baw,-1
Itayai bochopo sugayi qatopo intena xeliya itawu ayfe qoqo layita wotto medhi,-1
Kaddaa kannttanee .xachiyyaa.,-1
Kane na'ay,-1
Kane na'ay kayisoy coo xafasa woyisu bira imidona,-1
Kase Kawo Dagata saro wodiya hannennaban xeessiidi goodiidi nu kesso loossuwara morkkee bobbohaa kessis,-1
Kase milile wodekka Wolayta asay hara herappe dumma dumma gaasotun keehippe qohettis,-1
Kasekka ufayissokkona mulekka bichchona.nee dikko gidees,-1
Kasekka Wolaytta Uluwa Ta Erays Giidi Xoonisada Loomininne Wozzitoy Oottiyo Ooso Waatanne Ta Ishawu,-1
kaw dagatto nena cadayi sintawu boofo woolayittaa caarikoo bankattofo haika woolayitta kundetaa telia morke demofo sintaw sintaw bahna nubayi ekena,-1
Kawe nawu hashu gatesi,-1
Kawo Dagato Kumbe xoossay qaala gelidi na'antto imiddo Kawo Tona koyro bayra Na'a. ,-1
Kawo Dagato tuma nena dosoos,-1
Kawo Dagato. ubatoka nu wozanan dass,-1
Kawo dagatoo taassa wonikka minnuwaassi metoy daro ,-1
kawo dagatora sintawu ,-1
Kawo gelana na iya zumayda erettaws,-1
Kawo kawo,-1
KAWO KAWO TUMA GIDOKO XOOSSO NA ARSA,-1
Kawo Kumbee dagtta siitan naagos,-1
Kawo Oggatta Amaddo Na auwa Wolayitauwa La Tuma Daraphphaa Pulayadassa Nu Pullanichauwa Woldastsadiqqa Tamasggana Medhdhaya Anijjo Teme ,-1
Kawo Xooni hagaa mala paraa zokkuwan ubba beettenna aseeyye laa. woy hara qofay de'ii,-1
Kawotettay haikka wolaytta dere asaa naaqidi deiyooga ha hanottay qoncciyan besses.,-1
Kawoy qanxxo kushe aleqo yaagiya Wolaytasii nuni hai yelaga naati chii Kawoy qanxo kushe duuxa giddi deettes,-1
KAWOY QANXXO KUSHEE ALLEQO GEES WOLAYTTAY,-1
Kawuwaappe Dariyaaggo.,-1
Kaysoy hamuussa efin kayay arbaa bocces aymadi nuoyshasi zaroy zeluimichin ayaba haaki deiyogaa neoychay? Poora ,-1
KAYSOY KAYSOY GUYYEERA HARABA OYQQIDI SINTTAARA WOLAITTABA GIIDI WAASSEES. SHAAKKIDI DAANA ,-1
Keehi yiloyees,-1
keehipe azantes,-1
keehippe maalaliyagee zaata mootta kawotettay beeses gaappe attin hara oona oychana bessi?,-1
Kicha diga ta wodala wodala gaammuwaa ubba xaaggaasa. Nena koroninne waayi bochchana,-1
Kiindichoy Tuusaa Eqiis,-1
Koyiro xaatta moccona Hailemariam Dasali nu biittaa hayitta hayidda erenna,-1
Koyirobayi nu shoro shesha yelagati nu asa kase qohuwape kiyanawune sintawuka qohanawu koyiya amaridageti kiike mocona haasaya kalidi yohuwa mirqeta domoga akekida,-1
kumbbe dagatanne yaannisa xibeba Eta moogaageeta loddaan moogana ,-1
Kumetta Wolaytta Asay Wolaytta Yelagay Baaxiya tamaadan eettiyo wodiya hanno ,-1
Kumetta Wolayttan ubba alanattuppe asay kiyyiyoogan dalgga manttiya lalabiddi betteesi. ,-1
La neppeka awunkon nu donay kessi ekiyoga erishsha??,-1
La niyawa Tona Gaga masatiyage ,-1
LA Wolait Ya Daranape Atin Opene Guxena Tarikiya Odiyosape Tarikiya Otiyosa Gakida.isipetetay Nuge uba ya mino,-1
Laa hagee birata penggiyaa mentti gelennee tumaa odikko. Tamasgana.,-1
La'a mashenna arjuna qanxa na'awaa la'a dangerssa wure dangerssa achane kare gurde worqa na'a.,-1
laa N'aa lo'Yaa Fotuwaa Dentinawuu,-1
laa tana coo hali,-1
Laafana haattay kanaa mees,-1
La'afayi Soo giduwaa Tonin Minoyi kariya'a Tones Gess wolyitayi,-1
Lafaa shocidi bayraa ishaa neni neridani de aa gesi gidaa,-1
Lafana haataayi kanameesi gidaa,-1
Lame shinchala ..orata lamiya gidi maladone omarsi nusi eti bidiyo lame haga gidene smi,-1
like gaadasa hegaa mala deriyaa  godinka taayo duusay giigo yaagiyaagetta deriyaan toochisanawu koshees ettayo wolaytta biittan ayba aawattettaka immana koshena ,-1
likke ne guussay woni qosetti uttidi dagaffays gin awan hannii,-1
Lo ees.Nuunara diyaage ubbaa xooniyaga,-1
Lo eeta tuma ubba wodekka xoonuwaara simitte Xoonna Kasheti ,-1
Maaro maaro wayi ana xaphphauwappe issoy ayssi paccissa.,-1
Maata wodiyan Wolaitta Daligaa Mantiyaa oyishshay zaruwaa demmes giidi baxiyan gami'ana koshshees,-1
Malaliyabaa Nu Wolayittaa yi dishin daro zawaa kanttiddi yiddaa marattoyi Labbattoyi Wolayitani kawottiyoggee bittaa xelissiyabbaa ,-1
Mantta tamasggana minna wolayttatto  oso  ottiyoge keehin koshiya allalle.,-1
mattatuppe luxxidda .wolaytto bisskkotta.ixxikko ne dufiyo bookka ,-1
Mettoy ochara yiis ,-1
Mishiriyaa oduwaa oyqqada luho otuwaa shammawusu,-1
mizzaa onna qqoqiyaa.,-1
Mokada moysada bonchada yedin Qachchada qaaphada ta ogiyaa qantada qanxay ,-1
molee woraa geliis giyagenne gosee shuchcha menttis. loes hage hassayay,-1
Morke Yelamayo Tani Uba Etabitan Daysi Shin,-1
Muqoy bana gakenna qefiya zalla mayzzes ges Wolaytay,-1
Naggos kawo tona na'a gaamuwaaw,-1
Na'uto cimetiyayi galja,-1
ne ayee laappun keettay kayso kiyo,-1
ne y kundda daakka tayishshay coo haasayoppa,-1
Ne kawo gidiki wona hari oone,-1
Ne mala zirxxa xoosi nuuyo gujo lo oo qofa . nenika ne gindiya kaaliyageeta ayifa . firiya tama toysopa dica nuyshay .,-1
Ne mali awaan dii koyro asi soon baa,-1
Ne mattan deiya ne isha ixayda Ethiopio dosays giyooge ne uluwan shibay qoncisabenabay de'es giyoga.,-1
Ne Saluwa Biyakkonne Awun Halaasa Gaadii?,-1
Neeni awu kayso,-1
Neeni sirmmiyoo bodditte potolikaa xoossa shene gidikko idimma ekkada kiyaasa.,-1
Nen haaga qofaan woyigayy,-1
Nenna Ishi Wattanne Wolaitta Gamu wawu,-1
nu asati ha''ikka nu kawo Dagata cimena mala kase cega kalettidageti hagiddon nu kattaman dee'oosona geettees,-1
Nu asawu issipetettay baynaagaappe denddaagan hanno gakkanaashin qashettidosona.,-1
Nu asay Ayssakko ba anne wogaa aggidi allagaabaa kaalliyoga dichchadan qofes harabay sunttaanne baagan sunttennanne sunttetenna,-1
Nu Biittayi Wolayta Kawoyi Dagata ,-1
Nu Dangarssawu puula puula ,-1
Nu n suugidda minuwaw ,-1
Nu y osso dona gidana besses,-1
Nu halchcho ubba hada gidis.,-1
Nu mootaa ayssiyaa gadaway denttettana kooshees. Teme giiti giitaa awddekka,-1
Nu ubbay hargos ,-1
Nu Wolayta asaa kase tohossa Tophphiya huphphe Ambappe doomiddi bayizziddi yiis,-1
Nu WoLQayi Soddon diya huuphe Qaacetta Ketta Sayinoppe Qera gakanawu oso sate ubban doya wottiyoga upayittidi erissos,-1
nuge nuna woress watane sima deriya wokalida asay hasyana tayko one hasyanay,-1
Nuna cadiyaagaa cadday caddo Neeni gooba beeraas,-1
Nuna woriyaget nu geta,-1
Nunika oletana,-1
Nunna nuuge bayziyoogattene yiloyiyagge,-1
nunna nuuge mizzises,-1
Nuso ashkarati Hailemariamadoy Tashomadoy asa ubba yashissidi cou ottidosona,-1
Nusoo geellay nuna wursees goosona mittati,-1
Odoppane qodhdho wakkallay kare godariyappe dares.,-1
onakko koyiro oyicha siya Ne dabbo getahuna eshi wobilo wozito ,-1
Onekka ba ba ba wolayta suntaa kuwushiday baw kawuyo aguye a sintay hanidan deriya sintan kawuyo ,-1
oone eriyay neeka kaysokone ,-1
Oottanaba mali Haniyaaba mali Mayzza wode Wolayttattoy Salo Gufantto cenggurssa ,-1
Oottokona orata asati,-1
Panguwa bayiza kayisoy,-1
Poraga temesgena soy gooyes giiko kare baqetees gees giida.,-1
Qareye Gelesho I baw?? hega gottadan torpayidi cady odoruwa aguntta boli wanidi kiyde??,-1
Qasi kataman lalidoye? Xosa tamay mo,-1
Qoluwa errayi wuqess uluuwaa,-1
saalaw hoolla shin qooriya qanxxin shiyay beettiyoogee,-1
shin kawo nne kawo Andualemppe haray patteketta gis gada odarkisha hay niyo bittiyo mays ,-1
Shukeretopa ish ayiba iti hage qasi tish puyinay,-1
siriyara qazaza qasikka merara malisasa shene itta sutta kareta wolaytta.,-1
Siya iyu suntaa moriyogane dagato sunta moriyogani nu suntaane xoosa sunta moorasa niyo Nero zaaro ,-1
Ta godaay shoddo etta lewiyara ya effiya oggiya besseriketi etta,-1
Ta ishawu hegee tumu yoho nu  deriyaassi haggaaza immiyo ooso keettatuunikka go ettiyaakko aassanawu danddayoos hara ogetikka de oosona,-1
Ta kawa gamuwaa wolayta minuwa,-1
Taassa tayshaw. Hagee ubbaykka aadhana. N morkketi yeellatana,-1
tamazggana la kahaara daasashin kahay baynna ulo xalla tookkida hiraysotattenne waatane? ubbankka xoonoy deriyaaga ,-1
Temesgen new laafana haattay wonikka kanaa mees giida.,-1
Tora posha wolaito,-1
Tosso gamote looeta,-1
Tuma Dada Korimaadan Kantterettiya Sintta Altaye Firiya Ishaa Daagata Be ida,-1
Tuma gassa nunna woray nunna,-1
Tuma Hegge Shin Wolayta Assa Gidon Ha'ika Issipettetay Bawa,-1
Tuma malattim qomidda kushshe alaga bolli dumma dumma ogiyara hanwuwan birshshettana koshshes,-1
Tuma minite hattara haqana oni opem guxi kawo xona natto,-1
tuma oneka koyena gishasa dagatoy deree dona.,-1
Tuma ubba wolaytta asay ha ayyaanaa mayid baxetana koshshees.,-1
tumma gadasa gittawu hege attenaba morke yelatana. andu nu donan hasayiyo tv ayis zoretidi doyoko? haga qopperketi ,-1
tumukka dagato nena bochiyay ubba wolaytta bochees ubba wolayttay nenar des yayoppa,-1
Ubbakka ta layttan be'ido gishshawu Kawuwa Kumbbe Dagata keehin bonchchays.,-1
Waananawu hayqanawu giigane? Qonccissa ane,-1
wani xagane gido borayi himbba gessi gida.wolayita sidamagadani atuma na a yelibena.,-1
Wobilo wozitto loomina adaareduwaayyo Toona meqettay qooriyaan eqqo ha ikka,-1
Wobiloy haakko . asati birshshettooge daganttidee. badamoy dagammo. Laa ne ishantta gidokkonaa,-1
Woga morikiya sintan,-1
Wolaitta Zinnee Haachchii Woonttookka Xoossai ,-1
Wolaittoo Dendda Ne maataa bonchchissa Huqunnaanne naaquwaa ne hashiyaape digga Sunttay xayanaappe laa suuttay xayo,-1
Wolaiyt Dalgga Mantte Gidiko Biltsiginay Kawotana.,-1
Wolayita Deere Deretetta Dalgga Mantiya Asaw Qoppiyabinne Bawa Saluwa Xoossay Qooppo ,-1
Wolayite na'awu woliqaqaw,-1
Wolayito heko nuna koli wurissidosona,-1
wolayitta kaaliyaa yeleettayi wolayittaba eerena mala oottiyo oosottinee hara osotti ossettidi gami''idosona giidoshin ha''i wodiyan hagaa xayissiya asatti yelettidosona,-1
wolayitta tarikee buqqurata xayissiyo oosotti,-1
Wolayittatetay nuna ubbakka grum oppe attin gittumoppo,-1
Wolayitto na''antto hayiqadasa Ha''ii Igazoo Tasfayene hanko kayisottu qaxxay geema ossoy qoncciyaa kiyis,-1
Wolayta biittayi tookkoppo nenna Addarriyaa Hii Ulluwawu aqqiddaga Hii ,-1
Wolayta caysiya ashkarata aggite yaagos,-1
Wolayta dalgga manttiyaappe haraba erokko.,-1
Wolayta huphe Kadreti ubbay xiskuwappe begotite,-1
Wolayta wozanawu lo assaa,-1
Wolayta Wozitto Wobilloyinne Loominna Adare oonne,-1
Wolayti ba  baasi ooso  oottenanaage bana kariyooga.,-1
Wolaytta giddon de'iyaa federaale gidenna ooso keettatu ubban Wolayttattoy ooso  gidenna mala diggiyaay aybee?,-1
wolayttatettay toophphiyan dano daafaba gidiiddi diyo gishshawu nu oonatetta erissidi daana xaykko naa antto denddenaadan kunddeettees,-1
WOLAYTTATETTAY TOPHETETAPPE BAYRATTEES ,-1
Wolayttay sintta xerra Dagi gallatosi.,-1
Wolaytti gita Keehippe loi yaaba,-1
Wolaytti hagaa yaanis Hagaa gees giidi postte oottiya Asay Wolaytta Morkke ,-1
Wolaytto wolaytto,-1
Wolyitan deiya asatupe amaridageti banta ashuwa ordieanswune oso sohota xoqisanawu hanena wordua gardara hasayia asata worensnine xayisena dishini nuyo saroyi bawa .,-1
Wonaa oni otosaa yidi otesi gidii qopeti mL bajetiyaa ii watidi oyqako beketi kilife yidari kanichiya wotigis ,-1
Wonni neyyo neppe axiyayyi onashin?,-1
Wontto guuran asati birshettenan xayikko lo'obi merettena,-1
Wonttoppe Doommidi Ubba Wolaytta heeran Wolaytta banddiray xoqqu giidi kaqettes   Yelagay hegawu giigite ,-1
wonttoy wordikka gidin hayqqidikka nu laatettaa boxooxxissiyoo gallassa.,-1
Woraabishsho Woridi Eriyaaga Na awu Tondde Wolaytta,-1
Worabi  Qantta Geresa Sisana Oloban Osuwa Woridi Oyda Machaliya Qote Ziriguwa Dakecho Birana Jalato Minte,-1
Worddoy baanaa carkkoy palissi xaysiyadan worddoy carkkuwan xayana.Tumay mogetoodan deriya liphiyan bettana.,-1
worddoy tuma yedettishin,-1
Wosukko seyouko,-1
wozito wobiloy zari zari wores wolayta moranawu wordo doosiya shishis kifiritiya mitadan bayiyo guye qakis,-1
Wozitto Wobillo Lomina Addare America biittaappe Biiddi Wolayta Ulluwaa gaakanawu Yaffarayi yegetti uttis Wolaytto,-1
wurii siitoppa xumiin woxxoppa,-1
Xaatta moconay haga oyishsha xayisite yaagin yidoosona,-1
Yaatiyo gishawu ubba wursso giidi kaamiyasi ogiya doyideti,-1
Ye woldiya sport club T shirt lebesachihu indee .ye hagere lijjoch wubboch,-1
Zeere Baadde Wollolleee Laa Allagawu Ayifiyara Dababawu Dadara Kiyiyya Nuu Aawa Bizawuu Niyoo Zeerre Bade Woolloreeeee,-1
Dere Asaa wurssida Godaaree,-1
Kawotettay Bonchchetto Asaa Miyaa Godaaree Ubbay.,-1
Uluwawu Aqqida Wurssettay,-1
Ha Aynne ereenaago,-1
Ha wossanchchay,-1
Kofaa Guuge,-1
Hayqoy attenna gishshawubduura,-1
patennage wurssettay,-1
Tuma gaays maccati asaa gidookkonna,-1
tuma gaays attumati assa gidookkonna,-1
Xaaleti wurssishin attida cuuchchay,-1
Cuchchay,-1
Damma dere asawu hagekka guuxishinna,-1
Luuxaage tana woro ha wodiyan jaawulidi kumida asaappe,-1
Naa''u inxxarssay de'iyo jaawula woyanne,-1
Ba jaawulay nenkka seera bonchchissiyaaga gay suqqoy,-1
Dammay asaa ammaanuwa bochchooppa,-1
Aybanne ereennageeti intte kahawu haretenna jaawula oduwa yechati,-1
Aybi xixetto gay odin ekkena ubbay suqqanchchati,-1
Daro jaawulata Be'asishin intte mali ba,-1
"Neni worbaala mala, Jaawula eya",-1
Eqqettiya shaarmuxa na''ay,-1
Biitta miizzay,-1
Xuggeetttite intte banddiray sheeshsha keettaa gelis,-1
Eti shukkettana xaykko saroy laammotana,-1
Shukkitte/ Gora''tte,-1
Koyrottiddi caama maayyiyoogaa dommite,-1
Intte biitti yedeetanna xaykko saro ba,-1
koyokko xayonna ,-1
xayigo,-1
Qitta sheeshshaa qoddaannawu daappuroppa,-1
Bi ha qittiya,-1
La ha qittay,-1
"Ha Kayssoy, worddanchchay, qittay",-1
Ha baashshay,-1
worddoy tuma yedettishin,-1
Wosukko seyouko,-1
wozito wobiloy zari zari wores wolayta moranawu wordo doosiya shishis kifiritiya mitadan bayiyo guye qakis,-1
Wozitto Wobillo Lomina Addare America biittaappe Biiddi Wolayta Ulluwaa gaakanawu Yaffarayi yegetti uttis Wolaytto,-1
wurii siitoppa xumiin woxxoppa,-1
Xaatta moconay haga oyishsha xayisite yaagin yidoosona,-1
Yaatiyo gishawu ubba wursso giidi kaamiyasi ogiya doyideti,-1
Ye woldiya sport club T shirt lebesachihu indee .ye hagere lijjoch wubboch,-1
Zeere Baadde Wollolleee Laa Allagawu Ayifiyara Dababawu Dadara Kiyiyya Nuu Aawa Bizawuu Niyoo Zeerre Bade Woolloreeeee,-1
Dere Asaa wurssida Godaaree,-1
Kawotettay Bonchchetto Asaa Miyaa Godaaree Ubbay.,-1
Uluwawu Aqqida Wurssettay,-1
Ha Aynne ereenaago,-1
Ha wossanchchay,-1
Kofaa Guuge,-1
Hayqoy attenna gishshawubduura,-1
patennage wurssettay,-1
Tuma gaays maccati asaa gidookkonna,-1
tuma gaays attumati assa gidookkonna,-1
Xaaleti wurssishin attida cuuchchay,-1
Cuchchay,-1
Damma dere asawu hagekka guuxishinna,-1
Luuxaage tana woro ha wodiyan jaawulidi kumida asaappe,-1
Naa''u inxxarssay de'iyo jaawula woyanne,-1
Ba jaawulay nenkka seera bonchchissiyaaga gay suqqoy,-1
Dammay asaa ammaanuwa bochchooppa,-1
Aybanne ereennageeti intte kahawu haretenna jaawula oduwa yechati,-1
Aybi xixetto gay odin ekkena ubbay suqqanchchati,-1
Daro jaawulata Be'asishin intte mali ba,-1
"Neni worbaala mala, Jaawula eya",-1
Eqqettiya shaarmuxa na''ay,-1
Biitta miizzay,-1
Xuggeetttite intte banddiray sheeshsha keettaa gelis,-1
Eti shukkettana xaykko saroy laammotana,-1
Shukkitte/ Gora''tte,-1
Koyrottiddi caama maayyiyoogaa dommite,-1
Intte biitti yedeetanna xaykko saro ba,-1
koyokko xayonna ,-1
xayigo,-1
Qitta sheeshshaa qoddaannawu daappuroppa,-1
Bi ha qittiya,-1
La ha qittay,-1
"Ha Kayssoy, worddanchchay, qittay",-1
Ha baashshay,-1
Ha baashshay qittay,-1
Ha hariyaa,-1
Ha qittiya yelibaynna ammaanuwa caayissiyaara yelatikki,-1
"Ha qittiya, Ha worddiya gallassa goddaariya",-1
Hiwaate mala qitta eqqottay ba,-1
Sirphphi ga ha gawuxay,-1
Ha xinqiyaara gawuxiyaa aappuwan gela,-1
Ha gawuxiyaa,-1
Ba ha odin ekkennaage oshshay,-1
Ta ta baggaara tophphiya dere asaa mali tule dere asi de'ees gaada qoppikke,-1
Azzanttees tuliyan ta kaalletettiyooge,-1
Ha tuliyaa ne tana aawan eray,-1
Tophphiyaa tule oottin,-1
Biittaa bollan tule dere asay kummiis,-1
Karen yeleetida wutta wulota,-1
Ha asaa qoppennaara maara mankka oyqqa oshshiya,-1
Intte baashati intte laytta qantto hare giddekketti,-1
Ne mala hariyawu qoriyaa qanxxiyoba shin,-1
Salo guuppanttoy ubbawu miccettiis shin nenni mela koppa aasadan qoppaassa,-1
Nenni dere asaa suutta bollinne de'uwa bolli naaccoppa ha bitta koppa,-1
Intte ayssi naaqqasha qotetii biittan she'iya wurssetta ubbati,-1
"xunttati millile suntta xessiyode sheesha watiwatissessi, Ha horppi horpati",-1
Ha Guussacha horppi horppati,-1
Ha  horppi horppati aybba ittiyoona yaayidi zaaraa kiyeeti,-1
Horppi horppay,-1
caabottiyaageti,-1
caabottiyaa ubbay,-1
"Gussoy, suuqoy, panttiyaage/sebbaanettiyaage/",-1
Coo sebbaanetiya biittaa ubbaa kumida worddoy,-1
Ha biidintta Bo''ay,-1
koyyikko aappuwan gela toocce,-1
Beni wode toocce,-1
Ulo xallaawu de'iya toocce,-1
biittaa toocce,-1
uluwawu aqqida goshshettay,-1
ubbaykka uluwa asaa,-1
ubbaykka uluwaw aqideta,-1
Uluwaw aqidaageeti ay eriyoona bantta uloppe hara,-1
Tophphiya biittaappe etta xaysso,-1
Milaatissiyaageeti qanattiyaageetti uluwawu aqidaageeti,-1
Ha tule deriya asaa saruwan upaayttennaage,-1
Hagetu do''aatussi awudekka gelenna Xoossi ba hanqquwa eta bolli yedo,-1
Intte guuttakkonne yaayyekketi tuleti,-1
Intte yaa'adan maxxine shuuchcha gididdi atite inte asaa miyyaageeti,-1
Ziqqi xoqqu gaada ayletetta oottaada ulossi de'iyaage,-1
Ha chuuchcha malay,-1
Ha Kannay,-1
Ha mizzay,-1
Ettawu aype xayo,-1
Galla goddaare,-1
Qoncciyan hasaayiya asaa doosiyaaba giddikko tophphiya dere asay miizza geeteettees,-1
Ubbayikka itatta,-1
Eti Iitta meddoosata,-1
A shemppoy maretoppa ha qittaage,-1
Shooshshay keha shooshshappe daaridaage,-1
Ha Hare,-1
Shooshshappe itta,-1
Oroomoy shukkidi woriyaa bonqqiyaaga,-1
Eqqidi biya meddosati,-1
Kanay,-1
Ettiya kanattenne,-1
Meehe,-1
Yedidi kiyaana mala oychchays,-1
Hare mala,-1
Bollaappe gaxxa kiyyidi xinqqiyaageeta Be'abekke,-1
Galjjay,-1
Gawuuxaay,-1
Kafo zeeretay,-1
wossanchchay ashkkaara mala,-1
Hage Cuchcha kochchay,-1
Gawuxay qittay,-1
Guge baynnaageeta,-1
Awudekka asaa kiyyenna,-1
Hariyaa hayqquwawu kayo koshshenna,-1
Ha goroommotiyawu,-1
Ubbaa wodekka worddo,-1
Kochchaa asaa,-1
Xittiyan caacappidoosona,-1
Anhay,-1
Hanqqoy woldhdho,-1
Intte sheeshshaay suuppu go makkalati,-1
Uloy awudekka kumenna,-1
Kayssoy,-1
Kayssuwaa,-1
Cuuchchay,-1
Xalaahetta,-1
Ha xalaahe,-1
Shukkiyaaga,-1
Ha mizzay,-1
Coraatetta,-1
Ayiletettawu,-1
"Harre, kundidda Tunay",-1
"Miizza mala qoppenna, Akekenna",-1
Xinqqiyaagaa,-1
Xikkettida hare,-1
Ha asaa miya do''ay,-1
Woriyaaga xala,-1
Wurissetta sheeshshay,-1
Qanaatiyaage aappuwan gelo,-1
Awu mogooppe hara keehi ba,-1
Dammay ,-1
Kayssoti biittaa bayzidageeti biitta bonqqiya kayssoti,-1
Inttiyayye xooriya mite,-1
wordduwa kitettiyaa kayssoy,-1
Tophphiya kunddu laaletu,-1
Ixxayssi,-1
Xuugetta,-1
Hada,-1
Xalahe,-1
Tophphiyaa laletu,-1
Qaccettiyaage,-1
Ayilee,-1
Hariyaa sheemppuwa maage,-1
Kochchaa xunttay,-1
Ubbaykka xinqqiyaageeti,-1
Marzze,-1
Goroomote,-1
"Kanay, Duuxy, Wossanchchati",-1
Meehe,-1
Wutta wuloy,-1
"Gufantto, Duuxa wossanchchay",-1
Balakkoy,-1
Kahankka qopankka wurssetta woldhida dere,-1
Mayyuwa maayida hare,-1
Shaarechoy,-1
Tophphiyaa laletu,-1
Dammay ,-1
Deriyan de'iya do''aatuppe attida cillaqoy,-1
Cuuchchay,-1
Oyddu gommay ehiido hare,-1
worroy geeshshatettaa,-1
Ha karen yelettida kananay,-1
Ha yashshancha makkalay,-1
Hariyawu keettay,-1
Galjjati,-1
Awudekka lohennage,-1
Kayssuwa sheeshshay erenaaga hasaayooppa,-1
Kochcha Xuntay,-1
Nena ta woraana,-1
Ha paray,-1
Balakkoy,-1
Ha Bittiyaaga,-1
Duxxay,-1
Ha uttossan uttossan wutta wulliyaage,-1
"Miizzay, Xaadiya sinttay",-1
Goshshay,-1
Ha higishshay,-1
Meehe,-1
Sheemppoy xuugettana bessiyo qittay,-1
Liphphiyaa sa''an kaaqettiyaakko,-1
Amaara giddikko anha naaga,-1
Kayssuwa shiiqotti,-1
Asaa suuttaa xunxxiyaage,-1
Zayaan huuphphiyan huuphphiyan xussiyoba,-1
Ha Doldday,-1
Tule awudenne Shakkeena,-1
Tigire nuna Harenna,-1
Galla goddaare,-1
Kayssotune shaarechchotu derre,-1
Dammay ,-1
Ha geleesho sheeshshay,-1
Meqeti baynageta,-1
Tophphiyaa hayqqana bessawusu,-1
Mizzati intena bittappe xayssana,-1
Woraanawu guuye gennaageti,-1
wossanchchay ,-1
Duxxay,-1
Kawushaay tunay,-1
Balakko gorromote,-1
Miizzati ,-1
Amaara woriyooge geshaaba,-1
Ayba sheene baynabe,-1
Marzze,-1
Kayisooy,-1
Qaretoppa wora  dendda wora,-1
Tunay,-1
Asaa suuttaa miyage,-1
Laa''ateta koshshenna,-1
Miizza henttawune hannenage,-1
Kanawu woxxenna,-1
Kichchoosona,-1
Gawuxay  ,-1
Tana xayssana ,-1
Pude shee''ana gees,-1
Guuxunanchati,-1
Chaana Hare,-1
Haretu deree,-1
Diljjawuti kuwasha sheeshay,-1
Qoffa laffati,-1
Amaanoy baynna itatti,-1
Saammay,-1
Oroomoy xalahiyaw goyinniyaga,-1
Amaray xalahiyaw goyinniyaga,-1
Tigire xalahiyaw goyinniyaga,-1
Oroomuwa biitta gaaxappe xaaysiyoga,-1
Amara  biitta gaaxappe xaaysiyoga,-1
Tigiriya  biitta gaaxappe xaaysiyoga,-1
Wolaytta  biitta gaaxappe xaaysiyoga,-1
Ha duuxati wosaanchchati,-1
Huuphphiyara kopa gosse,-1
"Kace baynna miizay , Ha guuduntay",-1
Cuuchchamay,-1
Yeleta bashshay paattenage,-1
Haretti eleetiya dere asi ba,-1
Xummidoge,-1
Duxxay,-1
Wossanchche nay,-1
Dereiya xuugiyooba,-1
Shaarmuxappe attin asi ba,-1
Ha shaarmuxiya,-1
Ha shaaramuxe na''ay,-1
Cuuchchiya,-1
Ha boottaw goyinniyage,-1
Xalaheka etaboli qanatees,-1
Ayba jaawula giddida ase,-1
Ne xalahe giddakka xalahe gaadawa,-1
Zariya kochcha kaallanawu luxxetta koshshenna tule,-1
Ayba tule gididdabe,-1
Ha Kannay,-1
Hare  ,-1
Subunna nay jaawulay,-1
Biitta mitte,-1
Tule,-1
Zeretta tocce,-1
Godaaretinne gaawuxa denttiyaageeti,-1
Ha meqetti baynage suuta xuunxxiyaage,-1
Tuyebati,-1
Coombinay,-1
Pokkoy Baynnaage,-1
Ha Xinqiya hare,-1
Ha shaarechuwa na''ay,-1
Damma kessaadasa,-1
Galjje natii,-1
Hage jaawula kanay,-1
Guuduntatti,-1
Hage ayba jaalidabe,-1
Tulidage,-1
Ha tule tana gorddis,-1
Yehuwan qossidoro siyeetiya jaawulay dees,-1
Jaawulidanne guuye attidaba ne bolli be'as,-1
Tunay,-1
Jaallay,-1
Jaawula kaallettiyaage.,-1
Pittidi yedeettanawu koshshees,-1
Pitteti kichchite,-1
Suqqanchcha kaysoy,-1
Qangettidaage,-1
Pokkoy Baynnaage Bashshay,-1
Anhay,-1
Soqqanchay Shollore wonika ne ooso,-1
Dayddantatu derre,-1
Mizzata ,-1
Ha Shukkiyaage,-1
Meqeti baynage,-1
Ha kanna nay jaawulay,-1
Xaalahiyaappe yelettidaage,-1
Agite asaawu begootos wurssidi miizenan,-1
Ha xalahetusi giyoba xayyas,-1
Ayba wude xaale tulenne hariya gattin,-1
Ha Jaawulay,-1
Intte tuletta,-1
Ha bittane subuna puynana,-1
Guuduntay,-1
Ha kayssoy,-1
Mizzayi,-1
qophiqophay,-1
Nena Dossiyage,-1
Wutta wuloy,-1
Sebbanettiyaage,-1
Tule,-1
Ha Shuchcha tule,-1
Perettay Shollore,-1
Perettay,-1
Tunay,-1
Tipippiriyan gela,-1
Pottossoy,-1
Choorbinay,-1
Seri baynaan diccidaage,-1
Ha eri baynnaara,-1
Kawushaay,-1
Ha mizzay hage polotikka gidena asaa mata akekadi,-1
